year,equipment_type,unit_name,unit_count
1998,amphibious,Mistral,0
1998,amphibious,Ouragan,2
1998,amphibious,NA,26
1998,anti-tank and anti-infrastructure,APILAS,9690
1998,anti-tank and anti-infrastructure,NA,9850
1998,armoured fighting vehicles,AML-60/-90,155
1998,armoured fighting vehicles,AMX-10P/PC,713
1998,armoured fighting vehicles,AMX-10RC,337
1998,armoured fighting vehicles,AMX-30,0
1998,armoured fighting vehicles,AMX-30B2,1071
1998,armoured fighting vehicles,ERC-90F4 Sagaie,192
1998,armoured fighting vehicles,Leclerc,139
1998,armoured fighting vehicles,VAB,3820
1998,armoured fighting vehicles,VBL M-11,899
1998,artillery,53T2,774
1998,artillery,AU-F-1,272
1998,artillery,BF-50,113
1998,artillery,M-51,146
1998,artillery,MLRS,58
1998,artillery,RT-Fl,361
1998,artillery,TR-F-1,105
1998,artillery,NA,170
1998,helicopters,AS-332 Super Puma,7
1998,helicopters,AS-355 Ecureuil,6
1998,helicopters,AS-532,24
1998,helicopters,AS-532 Cougar,3
1998,helicopters,AS-532 Horizon,4
1998,helicopters,AS-555,18
1998,helicopters,AS-555 Fennec,39
1998,helicopters,AS-565SA,13
1998,helicopters,SA-319,14
1998,helicopters,SA-319 Alouette III,0
1998,helicopters,SA-321 Super Frelon,10
1998,helicopters,SA-330 Puma,158
1998,helicopters,SA-341F,157
1998,helicopters,SA-342AATCP,30
1998,helicopters,SA-342M Gazelle,155
1998,helicopters,SA-365,4
1998,logistics and support,Durance,5
1998,logistics and support,Glycine,2
1998,logistics and support,Jules Verne,1
1998,logistics and support,NA,11
1998,mine warfare,Antares,3
1998,mine warfare,Eridan,13
1998,mine warfare,Loire,1
1998,mine warfare,Vulcain,4
1998,mine warfare,NA,0
1998,patrol and coastal combatants,Albatros,0
1998,patrol and coastal combatants,Arago,0
1998,patrol and coastal combatants,Athos,2
1998,patrol and coastal combatants,Flamant,4
1998,patrol and coastal combatants,Grebe,2
1998,patrol and coastal combatants,L'Audacieuse,10
1998,patrol and coastal combatants,La Combattante,1
1998,patrol and coastal combatants,Leopard (Instruction),8
1998,patrol and coastal combatants,Patra,2
1998,patrol and coastal combatants,Stellis,6
1998,patrol and coastal combatants,Stene,1
1998,patrol and coastal combatants,Sterne,1
1998,patrol and coastal combatants,NA,5
1998,principal surface combatants,Cassard,2
1998,principal surface combatants,Clemenceau,1
1998,principal surface combatants,D'Estienne d'Orves,16
1998,principal surface combatants,Floreal,6
1998,principal surface combatants,Georges Leygues,7
1998,principal surface combatants,Jeanne d'Arc,1
1998,principal surface combatants,La Fayette,3
1998,principal surface combatants,Suffren,2
1998,principal surface combatants,Tourville,3
1998,radars,RASIT,0
1998,radars,STRIDA,1
1998,radars,STRIDA II,0
1998,submarines,Agosta,2
1998,submarines,L'Inflexible,3
1998,submarines,Le Triomphant,1
1998,submarines,Rubis,6
1998,surface-to-surface missile launchers,Crotale,24
1998,surface-to-surface missile launchers,HAWK,69
1998,surface-to-surface missile launchers,Mistral,381
1998,surface-to-surface missile launchers,Roland II / Roland I,156
1998,unmanned aerial vehicles,CL289 (AN/USD502),6
1998,unmanned aerial vehicles,Hunter,4
1999,air-launched missiles,AIM-9 Sidewinder,0
1999,air-launched missiles,AM-39 Exocet,0
1999,air-launched missiles,AS-30/-30L,0
1999,air-launched missiles,ASMP,0
1999,air-launched missiles,Mica,0
1999,air-launched missiles,R-550 Magic,0
1999,air-launched missiles,R-550 Magic 1/II,0
1999,air-launched missiles,R-550 Magic 2,0
1999,air-launched missiles,Super 530D,0
1999,air-launched missiles,Super 530F/D,0
1999,aircraft,A 310-300,2
1999,aircraft,A310-300,0
1999,aircraft,AS-555,0
1999,aircraft,Alize,7
1999,aircraft,Alpha Jet,119
1999,aircraft,Atlantique 2,18
1999,aircraft,C-130-H,5
1999,aircraft,C-130-H-30,9
1999,aircraft,C-130H Hercules,0
1999,aircraft,C-135FR,22
1999,aircraft,C-160,0
1999,aircraft,C-160 ELINT/ESM,0
1999,aircraft,C-160 Transall,0
1999,aircraft,C-160AG,40
1999,aircraft,C-160NG,20
1999,aircraft,CAP 10,8
1999,aircraft,CAP 10B/CAP 231/CAP 232,4
1999,aircraft,CN-235,0
1999,aircraft,CN-235M,10
1999,aircraft,CR-100,2
1999,aircraft,Cessna Caravan II,2
1999,aircraft,Crusader,9
1999,aircraft,DC-8 ELINT,0
1999,aircraft,DC-8 Sarigue,0
1999,aircraft,DC-8F,3
1999,aircraft,DHC-6,6
1999,aircraft,DHC-6 Twin Otter,0
1999,aircraft,E-3F,4
1999,aircraft,E-3F Sentry,4
1999,aircraft,EMB-121 Xingu,49
1999,aircraft,EMB-312 Tucano,48
1999,aircraft,F1-B Mirage,0
1999,aircraft,F1-C Mirage,0
1999,aircraft,F1CR Mirage,0
1999,aircraft,Falcon 10MER,5
1999,aircraft,Falcon 20,7
1999,aircraft,Falcon 50,4
1999,aircraft,Falcon 900,2
1999,aircraft,Jaguar A,0
1999,aircraft,Jaguar E,0
1999,aircraft,KC-135,6
1999,aircraft,M-2000B Mirage,0
1999,aircraft,MS-880 Rallye,0
1999,aircraft,Mirage 2000B,0
1999,aircraft,Mirage 2000C,0
1999,aircraft,Mirage F-1B,10
1999,aircraft,Mirage F-1C,10
1999,aircraft,Mirage F1-CR,40
1999,aircraft,Mirage IV P,5
1999,aircraft,Mirage M-2000B,25
1999,aircraft,Mirage M-2000C,95
1999,aircraft,Mirage M-2000N,60
1999,aircraft,Mirage MIVP,5
1999,aircraft,N-262,19
1999,aircraft,N-262 Fregate,4
1999,aircraft,Nord-262,13
1999,aircraft,PC-6,5
1999,aircraft,Rallye 880,7
1999,aircraft,SA-330 Puma,0
1999,aircraft,Super Etendard,0
1999,aircraft,TB-30 Epsilon,97
1999,aircraft,TBM-700,0
1999,aircraft,TMB-700,13
1999,aircraft,Xingu,8
1999,amphibious,Batral,0
1999,amphibious,Champlain,5
1999,amphibious,Foudre,2
1999,amphibious,Mistral,0
1999,amphibious,Ouragan,2
1999,amphibious,NA,26
1999,anti-tank and anti-infrastructure,APILAS,9690
1999,anti-tank and anti-infrastructure,NA,0
1999,armoured fighting vehicles,AML-60/-90,155
1999,armoured fighting vehicles,AMX-10P/PC,713
1999,armoured fighting vehicles,AMX-10RC,337
1999,armoured fighting vehicles,AMX-30,0
1999,armoured fighting vehicles,AMX-30B2,985
1999,armoured fighting vehicles,ERC-90F4 Sagaie,192
1999,armoured fighting vehicles,Leclerc,222
1999,armoured fighting vehicles,VAB,3820
1999,armoured fighting vehicles,VBL M-11,899
1999,artillery,53T2,774
1999,artillery,AU-F-1,272
1999,artillery,BF-50,113
1999,artillery,M-51,146
1999,artillery,MLRS,58
1999,artillery,RT-Fl,261
1999,artillery,TR-F-1,105
1999,artillery,NA,0
1999,helicopters,AS-332 Super Puma,7
1999,helicopters,AS-355 Ecureuil,6
1999,helicopters,AS-532,24
1999,helicopters,AS-532 Cougar,3
1999,helicopters,AS-532 Horizon,4
1999,helicopters,AS-555,18
1999,helicopters,AS-555 Fennec,43
1999,helicopters,AS-565SA,13
1999,helicopters,SA-319,0
1999,helicopters,SA-319 Alouette III,3
1999,helicopters,SA-321 Super Frelon,10
1999,helicopters,SA-330 Puma,159
1999,helicopters,SA-341F,157
1999,helicopters,SA-342AATCP,30
1999,helicopters,SA-342M Gazelle,155
1999,helicopters,SA-365,4
1999,logistics and support,Durance,5
1999,logistics and support,Glycine,2
1999,logistics and support,Jules Verne,1
1999,logistics and support,NA,11
1999,mine warfare,Antares,3
1999,mine warfare,Eridan,13
1999,mine warfare,Loire,2
1999,mine warfare,Vulcain,4
1999,mine warfare,NA,0
1999,patrol and coastal combatants,Albatros,0
1999,patrol and coastal combatants,Arago,0
1999,patrol and coastal combatants,Athos,2
1999,patrol and coastal combatants,Flamant,4
1999,patrol and coastal combatants,Grebe,2
1999,patrol and coastal combatants,L'Audacieuse,10
1999,patrol and coastal combatants,La Combattante,1
1999,patrol and coastal combatants,Leopard (Instruction),8
1999,patrol and coastal combatants,Patra,2
1999,patrol and coastal combatants,Stellis,6
1999,patrol and coastal combatants,Stene,1
1999,patrol and coastal combatants,Sterne,1
1999,patrol and coastal combatants,NA,5
1999,principal surface combatants,Cassard,2
1999,principal surface combatants,Clemenceau,1
1999,principal surface combatants,D'Estienne d'Orves,16
1999,principal surface combatants,Floreal,6
1999,principal surface combatants,Georges Leygues,7
1999,principal surface combatants,Jeanne d'Arc,1
1999,principal surface combatants,La Fayette,3
1999,principal surface combatants,Suffren,2
1999,principal surface combatants,Tourville,3
1999,radars,RASIT,0
1999,radars,STRIDA,0
1999,radars,STRIDA II,0
1999,submarines,Agosta,2
1999,submarines,L'Inflexible,2
1999,submarines,Le Triomphant,2
1999,submarines,Rubis,6
1999,surface-to-surface missile launchers,ASPIC,0
1999,surface-to-surface missile launchers,Crotale,0
1999,surface-to-surface missile launchers,HAWK,69
1999,surface-to-surface missile launchers,Mistral,380
1999,surface-to-surface missile launchers,Roland II / Roland I,156
1999,surface-to-surface missile launchers,SATCP,0
1999,unmanned aerial vehicles,CL289 (AN/USD502),6
1999,unmanned aerial vehicles,Hunter,4
2000,air-launched missiles,AIM-9 Sidewinder,0
2000,air-launched missiles,AM-39 Exocet,0
2000,air-launched missiles,AS-30/-30L,0
2000,air-launched missiles,ASMP,0
2000,air-launched missiles,ASMP-A,0
2000,air-launched missiles,Mica,0
2000,air-launched missiles,R-550 Magic,0
2000,air-launched missiles,R-550 Magic 1/II,0
2000,air-launched missiles,R-550 Magic 2,0
2000,air-launched missiles,Super 530D,0
2000,air-launched missiles,Super 530F/D,0
2000,aircraft,A 310-300,2
2000,aircraft,A-319,0
2000,aircraft,A-319 (VIP),0
2000,aircraft,A310-300,0
2000,aircraft,A319,0
2000,aircraft,A330,0
2000,aircraft,A340-200,0
2000,aircraft,A400M Atlas,0
2000,aircraft,AS-555,0
2000,aircraft,Alize,6
2000,aircraft,Alpha Jet,99
2000,aircraft,Atlantique 2,18
2000,aircraft,C-130-H,5
2000,aircraft,C-130-H-30,9
2000,aircraft,C-130H Hercules,0
2000,aircraft,C-130H-30 Hercules,0
2000,aircraft,C-135FR,22
2000,aircraft,C-160,0
2000,aircraft,C-160 ELINT/ESM,0
2000,aircraft,C-160 Transall,0
2000,aircraft,C-160AG,13
2000,aircraft,C-160H,4
2000,aircraft,C-160H Astarte,4
2000,aircraft,C-160NG,60
2000,aircraft,C-160R Transall,0
2000,aircraft,CAP 10,8
2000,aircraft,CAP 10B/CAP 231/CAP 232,9
2000,aircraft,CN-235,0
2000,aircraft,CN-235M,14
2000,aircraft,CN-235M-100,0
2000,aircraft,CN-235M-300,0
2000,aircraft,CR-100,2
2000,aircraft,Cessna Caravan II,2
2000,aircraft,DC-8 ELINT,0
2000,aircraft,DC-8 Sarigue,0
2000,aircraft,DC-8E,1
2000,aircraft,DC-8F,2
2000,aircraft,DHC-6,6
2000,aircraft,DHC-6 Twin Otter,0
2000,aircraft,DHC-6-300 Twin Otter,0
2000,aircraft,E-3F,4
2000,aircraft,E-3F Sentry,4
2000,aircraft,EMB-121 Xingu,32
2000,aircraft,EMB-121Xingu,0
2000,aircraft,EMB-312 Tucano,48
2000,aircraft,F1-B Mirage,0
2000,aircraft,F1-C Mirage,0
2000,aircraft,F1CR Mirage,0
2000,aircraft,Falcon 10MER,5
2000,aircraft,Falcon 20,7
2000,aircraft,Falcon 2000,0
2000,aircraft,Falcon 50,4
2000,aircraft,Falcon 50 (VIP),0
2000,aircraft,Falcon 7X,0
2000,aircraft,Falcon 900,2
2000,aircraft,Falcon 900 (VIP),0
2000,aircraft,Jaguar A,0
2000,aircraft,Jaguar E,6
2000,aircraft,KC-135,6
2000,aircraft,KC-135 Stratotanker,0
2000,aircraft,M-2000B Mirage,0
2000,aircraft,MS-880 Rallye,0
2000,aircraft,Mirage 2000B,0
2000,aircraft,Mirage 2000C,0
2000,aircraft,Mirage F-1B,10
2000,aircraft,Mirage F-1C,23
2000,aircraft,Mirage F1-CR,40
2000,aircraft,Mirage IV P,5
2000,aircraft,Mirage M-2000-5F,30
2000,aircraft,Mirage M-2000B,20
2000,aircraft,Mirage M-2000C,64
2000,aircraft,Mirage M-2000N,60
2000,aircraft,Mirage MIVP,5
2000,aircraft,Mystere 20,6
2000,aircraft,N-262,19
2000,aircraft,N-262 Fregate,4
2000,aircraft,Nord-262,13
2000,aircraft,PC-6,5
2000,aircraft,Rallye 880,7
2000,aircraft,SA-330 Puma,0
2000,aircraft,Super Etendard,0
2000,aircraft,TB-30 Epsilon,92
2000,aircraft,TBM-700,2
2000,aircraft,TMB-700,17
2000,aircraft,Transall C-160NG,0
2000,aircraft,Xingu,8
2000,amphibious,Batral,0
2000,amphibious,Champlain,5
2000,amphibious,Foudre,2
2000,amphibious,Mistral,0
2000,amphibious,Ouragan,2
2000,amphibious,NA,26
2000,anti-tank and anti-infrastructure,APILAS,9690
2000,anti-tank and anti-infrastructure,NA,9850
2000,armoured fighting vehicles,AMX-10P/PC,713
2000,armoured fighting vehicles,AMX-10RC,337
2000,armoured fighting vehicles,AMX-30,0
2000,armoured fighting vehicles,AMX-30B2,635
2000,armoured fighting vehicles,ERC-90F4 Sagaie,192
2000,armoured fighting vehicles,Leclerc,199
2000,armoured fighting vehicles,VAB,3900
2000,armoured fighting vehicles,VBL M-11,899
2000,artillery,53T2,774
2000,artillery,AU-F-1,273
2000,artillery,MLRS,61
2000,artillery,RT-Fl,363
2000,artillery,TR-F-1,105
2000,artillery,NA,0
2000,helicopters,(tpt/VIP),0
2000,helicopters,AS-332 Super Puma,7
2000,helicopters,AS-355 Ecureuil,4
2000,helicopters,AS-532,27
2000,helicopters,AS-532 Cougar,3
2000,helicopters,AS-532 Cougar (tpt/VIP),0
2000,helicopters,AS-532 Horizon,4
2000,helicopters,AS-555,0
2000,helicopters,AS-555 Fennec,43
2000,helicopters,AS-565SA,13
2000,helicopters,EC 725 Cougar MKII,0
2000,helicopters,EC725 Caracal,0
2000,helicopters,SA-319,0
2000,helicopters,SA-319 Alouette III,3
2000,helicopters,SA-321 Super Frelon,0
2000,helicopters,SA-330 Puma,157
2000,helicopters,SA-341F,154
2000,helicopters,SA-342AATCP,30
2000,helicopters,SA-342M Gazelle,155
2000,helicopters,SA-365,4
2000,logistics and support,AT/F,4
2000,logistics and support,Durance,4
2000,logistics and support,Glycine,2
2000,logistics and support,Jules Verne,0
2000,logistics and support,NA,13
2000,mine warfare,Antares,3
2000,mine warfare,Eridan,13
2000,mine warfare,Loire,1
2000,mine warfare,Vulcain,4
2000,mine warfare,NA,0
2000,patrol and coastal combatants,Albatros,1
2000,patrol and coastal combatants,Arago,0
2000,patrol and coastal combatants,Athos,2
2000,patrol and coastal combatants,Flamant,6
2000,patrol and coastal combatants,Grebe,2
2000,patrol and coastal combatants,L'Audacieuse,10
2000,patrol and coastal combatants,La Combattante,1
2000,patrol and coastal combatants,Leopard (Instruction),8
2000,patrol and coastal combatants,Patra,2
2000,patrol and coastal combatants,Stellis,6
2000,patrol and coastal combatants,Stene,1
2000,patrol and coastal combatants,Sterne,1
2000,patrol and coastal combatants,NA,5
2000,principal surface combatants,Cassard,0
2000,principal surface combatants,Charles de Gaulle,1
2000,principal surface combatants,D'Estienne d'Orves,10
2000,principal surface combatants,Floreal,0
2000,principal surface combatants,Georges Leygues,14
2000,principal surface combatants,Jeanne d'Arc,1
2000,principal surface combatants,La Fayette,4
2000,principal surface combatants,Suffren,0
2000,principal surface combatants,Tourville,4
2000,radars,RASIT,0
2000,radars,STRIDA,0
2000,radars,STRIDA II,0
2000,submarines,L'Inflexible,2
2000,submarines,Le Triomphant,2
2000,submarines,Rubis,6
2000,surface-to-surface missile launchers,ASPIC,0
2000,surface-to-surface missile launchers,Crotale,0
2000,surface-to-surface missile launchers,HAWK,69
2000,surface-to-surface missile launchers,Mistral,331
2000,surface-to-surface missile launchers,Roland II / Roland I,113
2000,surface-to-surface missile launchers,SATCP,0
2000,unmanned aerial vehicles,CL289 (AN/USD502),6
2000,unmanned aerial vehicles,Hunter,4
2001,air-launched missiles,AASM,0
2001,air-launched missiles,AIM-9 Sidewinder,0
2001,air-launched missiles,AM-39 Exocet,0
2001,air-launched missiles,AS 30 Laser,0
2001,air-launched missiles,AS-30 Laser,0
2001,air-launched missiles,AS-30/-30L,0
2001,air-launched missiles,ASMP,0
2001,air-launched missiles,ASMP-A,0
2001,air-launched missiles,MICA,0
2001,air-launched missiles,Mica,0
2001,air-launched missiles,Mica IR,0
2001,air-launched missiles,Mica RF,0
2001,air-launched missiles,R-550 Magic,0
2001,air-launched missiles,R-550 Magic 1/II,0
2001,air-launched missiles,R-550 Magic 2,0
2001,air-launched missiles,Super 530D,0
2001,air-launched missiles,Super 530F/D,0
2001,aircraft,A 310-300,2
2001,aircraft,A-319,0
2001,aircraft,A-319 (VIP),0
2001,aircraft,A310-300,0
2001,aircraft,A319,0
2001,aircraft,A330,0
2001,aircraft,A340-200,0
2001,aircraft,A400M Atlas,0
2001,aircraft,AS-555,0
2001,aircraft,Alpha Jet,99
2001,aircraft,Atlantique 2,16
2001,aircraft,C-130-H,5
2001,aircraft,C-130-H-30,9
2001,aircraft,C-130H Hercules,0
2001,aircraft,C-130H-30 Hercules,0
2001,aircraft,C-135FR,22
2001,aircraft,C-160,0
2001,aircraft,C-160 ELINT/ESM,0
2001,aircraft,C-160 Transall,0
2001,aircraft,C-160AG,13
2001,aircraft,C-160H,4
2001,aircraft,C-160H Astarte,4
2001,aircraft,C-160NG,60
2001,aircraft,C-160R Transall,0
2001,aircraft,CAP 10,8
2001,aircraft,CAP 10B/CAP 231/CAP 232,9
2001,aircraft,CN-235,0
2001,aircraft,CN-235M,14
2001,aircraft,CN-235M-100,0
2001,aircraft,CN-235M-300,0
2001,aircraft,CR-100,2
2001,aircraft,Cessna Caravan II,2
2001,aircraft,DC-8 ELINT,0
2001,aircraft,DC-8 Sarigue,0
2001,aircraft,DC-8E,1
2001,aircraft,DC-8F,2
2001,aircraft,DHC-6,6
2001,aircraft,DHC-6 Twin Otter,0
2001,aircraft,DHC-6-300 Twin Otter,0
2001,aircraft,E-2C Hawkeye,0
2001,aircraft,E-3F,4
2001,aircraft,E-3F Sentry,4
2001,aircraft,EMB-121 Xingu,32
2001,aircraft,EMB-121Xingu,0
2001,aircraft,EMB-312 Tucano,48
2001,aircraft,F1-B Mirage,0
2001,aircraft,F1-C Mirage,0
2001,aircraft,F1CR Mirage,0
2001,aircraft,Falcon 10MER,6
2001,aircraft,Falcon 20,7
2001,aircraft,Falcon 200 Gardian,0
2001,aircraft,Falcon 2000,0
2001,aircraft,Falcon 20H Gardian,0
2001,aircraft,Falcon 50,4
2001,aircraft,Falcon 50 (VIP),0
2001,aircraft,Falcon 50M,0
2001,aircraft,Falcon 50MER,2
2001,aircraft,Falcon 50MS,0
2001,aircraft,Falcon 7X,0
2001,aircraft,Falcon 900,2
2001,aircraft,Falcon 900 (VIP),0
2001,aircraft,Jaguar E,6
2001,aircraft,KC-135,6
2001,aircraft,KC-135 Stratotanker,0
2001,aircraft,M-2000B Mirage,0
2001,aircraft,MS-880 Rallye,0
2001,aircraft,Mirage 2000-5,0
2001,aircraft,Mirage 2000B,0
2001,aircraft,Mirage 2000C,0
2001,aircraft,Mirage F-1B,10
2001,aircraft,Mirage F-1C,23
2001,aircraft,Mirage F1-CR,40
2001,aircraft,Mirage IV P,5
2001,aircraft,Mirage M-2000-5F,30
2001,aircraft,Mirage M-2000B,20
2001,aircraft,Mirage M-2000C,64
2001,aircraft,Mirage M-2000N,60
2001,aircraft,Mirage MIVP,5
2001,aircraft,Mystere 20,6
2001,aircraft,N-262,19
2001,aircraft,N-262 Fregate,4
2001,aircraft,Nord-262,0
2001,aircraft,PC-6,5
2001,aircraft,Rafale M,0
2001,aircraft,Rafale M F1,0
2001,aircraft,Rafale M F2,0
2001,aircraft,Rafale M F3,0
2001,aircraft,SA-330 Puma,0
2001,aircraft,Super Etendard,28
2001,aircraft,TB-30 Epsilon,92
2001,aircraft,TBM-700,8
2001,aircraft,TMB-700,17
2001,aircraft,Transall C-160NG,0
2001,amphibious,Batral,0
2001,amphibious,Champlain,5
2001,amphibious,Foudre,2
2001,amphibious,Mistral,0
2001,amphibious,Ouragan,2
2001,amphibious,NA,20
2001,anti-tank and anti-infrastructure,APILAS,9690
2001,anti-tank and anti-infrastructure,AT-4,0
2001,anti-tank and anti-infrastructure,NA,9850
2001,armoured fighting vehicles,AMX-10P/PC,599
2001,armoured fighting vehicles,AMX-10RC,337
2001,armoured fighting vehicles,AMX-30,0
2001,armoured fighting vehicles,AMX-30B2,498
2001,armoured fighting vehicles,ERC-90F4 Sagaie,192
2001,armoured fighting vehicles,Leclerc,311
2001,armoured fighting vehicles,VAB,3900
2001,armoured fighting vehicles,VBL M-11,1019
2001,artillery,53T2,328
2001,artillery,AU-F-1,273
2001,artillery,MLRS,61
2001,artillery,RT-Fl,363
2001,artillery,TR-F-1,97
2001,artillery,NA,0
2001,helicopters,(tpt/VIP),0
2001,helicopters,AS 365F Dauphin,0
2001,helicopters,AS-332 Super Puma,7
2001,helicopters,AS-355 Ecureuil,4
2001,helicopters,AS-365 Dauphin 2,0
2001,helicopters,AS-532,24
2001,helicopters,AS-532 Cougar,3
2001,helicopters,AS-532 Cougar (tpt/VIP),0
2001,helicopters,AS-532 Horizon,4
2001,helicopters,AS-555,0
2001,helicopters,AS-555 Fennec,43
2001,helicopters,AS-565MA,13
2001,helicopters,AS332 Super Puma,0
2001,helicopters,AS332C Super Puma,0
2001,helicopters,AS332L Super Puma,0
2001,helicopters,AS36SN/F/SP Dauphin 2,0
2001,helicopters,AS36SN3,0
2001,helicopters,AS532UL Cougar (tpt/VIP),0
2001,helicopters,AS555 Fennec,0
2001,helicopters,ASS6SSA Panther,0
2001,helicopters,EC 725 Cougar MKII,0
2001,helicopters,EC22S Super Puma,0
2001,helicopters,EC725 Caracal,0
2001,helicopters,SA-319,0
2001,helicopters,SA-319 Alouette III,3
2001,helicopters,SA-321 Super Frelon,0
2001,helicopters,SA-330 Puma,149
2001,helicopters,SA-341F,77
2001,helicopters,SA-342AATCP,30
2001,helicopters,SA-342M Gazelle,155
2001,helicopters,SA-365,4
2001,helicopters,SA319B Alouette III,0
2001,helicopters,SA330B Puma,0
2001,logistics and support,AT/F,4
2001,logistics and support,Durance,4
2001,logistics and support,Glycine,2
2001,logistics and support,Jules Verne,1
2001,logistics and support,NA,13
2001,mine warfare,Antares,3
2001,mine warfare,Eridan,13
2001,mine warfare,Loire,2
2001,mine warfare,Vulcain,4
2001,mine warfare,NA,0
2001,patrol and coastal combatants,Albatros,2
2001,patrol and coastal combatants,Arago,0
2001,patrol and coastal combatants,Athos,2
2001,patrol and coastal combatants,Flamant,6
2001,patrol and coastal combatants,Grebe,2
2001,patrol and coastal combatants,L'Audacieuse,10
2001,patrol and coastal combatants,Leopard (Instruction),8
2001,patrol and coastal combatants,Patra,2
2001,patrol and coastal combatants,Stellis,6
2001,patrol and coastal combatants,Stene,1
2001,patrol and coastal combatants,Sterne,1
2001,patrol and coastal combatants,NA,5
2001,principal surface combatants,Cassard,2
2001,principal surface combatants,Charles de Gaulle,1
2001,principal surface combatants,D'Estienne d'Orves,10
2001,principal surface combatants,Floreal,6
2001,principal surface combatants,Georges Leygues,7
2001,principal surface combatants,Jeanne d'Arc,1
2001,principal surface combatants,La Fayette,5
2001,principal surface combatants,Suffren,1
2001,principal surface combatants,Tourville,2
2001,radars,RASIT,0
2001,radars,STRIDA,0
2001,radars,STRIDA II,0
2001,submarines,L'Inflexible,2
2001,submarines,Le Triomphant,2
2001,submarines,Rubis,6
2001,surface-to-surface missile launchers,ASPIC,0
2001,surface-to-surface missile launchers,Crotale,0
2001,surface-to-surface missile launchers,HAWK,26
2001,surface-to-surface missile launchers,Mistral,331
2001,surface-to-surface missile launchers,Roland II / Roland I,98
2001,surface-to-surface missile launchers,SATCP,0
2001,unmanned aerial vehicles,CL289 (AN/USD502),6
2001,unmanned aerial vehicles,Hunter,4
2002,air-launched missiles,AASM,0
2002,air-launched missiles,AIM-9 Sidewinder,0
2002,air-launched missiles,AM-39 Exocet,0
2002,air-launched missiles,AS 30 Laser,0
2002,air-launched missiles,AS-30 Laser,0
2002,air-launched missiles,AS-30/-30L,0
2002,air-launched missiles,ASMP,0
2002,air-launched missiles,ASMP-A,0
2002,air-launched missiles,MICA,0
2002,air-launched missiles,Mica,0
2002,air-launched missiles,Mica IR,0
2002,air-launched missiles,Mica RF,0
2002,air-launched missiles,R-550 Magic,0
2002,air-launched missiles,R-550 Magic 1/II,0
2002,air-launched missiles,R-550 Magic 2,0
2002,air-launched missiles,Super 530D,0
2002,air-launched missiles,Super 530F/D,0
2002,aircraft,A 310-300,2
2002,aircraft,A-319,0
2002,aircraft,A-319 (VIP),0
2002,aircraft,A310-300,0
2002,aircraft,A319,2
2002,aircraft,A330,0
2002,aircraft,A340-200,0
2002,aircraft,A400M Atlas,0
2002,aircraft,AS-555,0
2002,aircraft,Alpha Jet,90
2002,aircraft,Atlantique 2,18
2002,aircraft,C-130-H,5
2002,aircraft,C-130-H-30,9
2002,aircraft,C-130H Hercules,0
2002,aircraft,C-130H-30 Hercules,0
2002,aircraft,C-135FR,22
2002,aircraft,C-160,72
2002,aircraft,C-160 ELINT/ESM,0
2002,aircraft,C-160 Transall,0
2002,aircraft,C-160H Astarte,4
2002,aircraft,C-160NG,0
2002,aircraft,C-160R Transall,0
2002,aircraft,CAP 10,7
2002,aircraft,CAP 10B/CAP 231/CAP 232,9
2002,aircraft,CN-235,0
2002,aircraft,CN-235M,14
2002,aircraft,CN-235M-100,0
2002,aircraft,CN-235M-300,0
2002,aircraft,CR-100,2
2002,aircraft,Cessna Caravan II,2
2002,aircraft,DC-8 ELINT,0
2002,aircraft,DC-8 Sarigue,1
2002,aircraft,DC-8F,2
2002,aircraft,DHC-6,6
2002,aircraft,DHC-6 Twin Otter,0
2002,aircraft,DHC-6-300 Twin Otter,0
2002,aircraft,E-2C Hawkeye,2
2002,aircraft,E-3F,4
2002,aircraft,E-3F Sentry,4
2002,aircraft,EMB-121 Xingu,40
2002,aircraft,EMB-121Xingu,0
2002,aircraft,EMB-312 Tucano,48
2002,aircraft,F1-B Mirage,0
2002,aircraft,F1-C Mirage,0
2002,aircraft,F1CR Mirage,0
2002,aircraft,Falcon 10MER,5
2002,aircraft,Falcon 20,7
2002,aircraft,Falcon 200 Gardian,5
2002,aircraft,Falcon 2000,0
2002,aircraft,Falcon 20H Gardian,0
2002,aircraft,Falcon 50,4
2002,aircraft,Falcon 50 (VIP),0
2002,aircraft,Falcon 50M,0
2002,aircraft,Falcon 50MER,0
2002,aircraft,Falcon 50MS,0
2002,aircraft,Falcon 7X,0
2002,aircraft,Falcon 900,2
2002,aircraft,Falcon 900 (VIP),0
2002,aircraft,Jaguar E,6
2002,aircraft,KC-135,6
2002,aircraft,KC-135 Stratotanker,0
2002,aircraft,M-2000B Mirage,0
2002,aircraft,MS-880 Rallye,7
2002,aircraft,Mirage 2000-5,0
2002,aircraft,Mirage 2000B,0
2002,aircraft,Mirage 2000C,0
2002,aircraft,Mirage F-1B,11
2002,aircraft,Mirage F-1C,26
2002,aircraft,Mirage F1-CR,43
2002,aircraft,Mirage IV P,5
2002,aircraft,Mirage M-2000-5F,30
2002,aircraft,Mirage M-2000B,26
2002,aircraft,Mirage M-2000C,49
2002,aircraft,Mirage M-2000N,64
2002,aircraft,Mirage MIVP,5
2002,aircraft,Mystere 20,6
2002,aircraft,N-262,19
2002,aircraft,N-262 Fregate,4
2002,aircraft,Nord-262,13
2002,aircraft,PC-6,5
2002,aircraft,Rafale M,8
