year,equipment_type,unit_name,unit_count
1970,aircraft,A-1D Skyraider,0
1970,aircraft,Br 765,0
1970,aircraft,DV-6,0
1970,aircraft,F-100D,0
1970,aircraft,IIIE,0
1970,aircraft,IIIRD/IIIR,0
1970,aircraft,KC-135F,0
1970,aircraft,Mirage IIIC,0
1970,aircraft,Mirage IVA,0
1970,aircraft,Noratlas Nord 2501,0
1970,aircraft,Super Mystere B-2,0
1970,aircraft,Transall C-160,0
1970,aircraft,Vautour IIN,0
1970,amphibious,NA,23
1970,armoured fighting vehicles,AMX-13,0
1970,armoured fighting vehicles,AMX-30,435
1970,artillery,AMX,0
1970,artillery,NA,0
1970,ballistic missiles,NA,18
1970,helicopters,H-34/Alouette II,0
1970,mine warfare,NA,94
1970,patrol and coastal combatants,NA,14
1970,principal surface combatants,NA,52
1970,submarines,NA,23
1970,surface-to-surface missile launchers,HAWK,3
1970,surface-to-surface missile launchers,Honest Jon,4
1971,aircraft,Atlantic,0
1971,aircraft,Br 765,0
1971,aircraft,Crusader (F-8E),0
1971,aircraft,DV-6,0
1971,aircraft,Entendard IVP,0
1971,aircraft,F-100D,0
1971,aircraft,IIIE,0
1971,aircraft,IIIRD/IIIR,0
1971,aircraft,KC-135F,9
1971,aircraft,Mirage IIIB,0
1971,aircraft,Mirage IIIC,0
1971,aircraft,Mirage IV A,36
1971,aircraft,Mirage IVA,0
1971,aircraft,Noratlas Nord 2501,0
1971,aircraft,P-2,0
1971,aircraft,Super Mystere B-2,0
1971,aircraft,Transall C-160,0
1971,aircraft,Vautour IIN,0
1971,amphibious,NA,17
1971,armoured fighting vehicles,AMX-13,0
1971,armoured fighting vehicles,AMX-30,575
1971,armoured fighting vehicles,M-47,0
1971,armoured fighting vehicles,VTT-AMX,0
1971,artillery,AMX,0
1971,artillery,NA,0
1971,ballistic missiles,NA,16
1971,helicopters,Alouette II/III,0
1971,helicopters,H-34/Alouette II,0
1971,mine warfare,NA,89
1971,patrol and coastal combatants,NA,14
1971,principal surface combatants,NA,48
1971,submarines,NA,28
1971,surface-to-surface missile launchers,HAWK,0
1971,surface-to-surface missile launchers,Honest Jon,0
1972,aircraft,Atlantic,0
1972,aircraft,Br 765,4
1972,aircraft,C-160,0
1972,aircraft,Crusader (F-8E),0
1972,aircraft,DV-6B,4
1972,aircraft,Entendard IVP,0
1972,aircraft,F-100D,0
1972,aircraft,IIIE,0
1972,aircraft,IIIRD/IIIR,0
1972,aircraft,KC-135F,12
1972,aircraft,Mirage IIIB,0
1972,aircraft,Mirage IIIC,0
1972,aircraft,Mirage IV A,36
1972,aircraft,Mirage IVA,0
1972,aircraft,Noratlas Nord 2501,173
1972,aircraft,P-2,0
1972,aircraft,Super Mystere B-2,0
1972,aircraft,Vautour II-IB,30
1972,aircraft,Vautour IIN,30
1972,amphibious,NA,23
1972,armoured fighting vehicles,AMX-13,0
1972,armoured fighting vehicles,AMX-30,575
1972,armoured fighting vehicles,M-47,0
1972,armoured fighting vehicles,VTT-AMX,0
1972,artillery,AMX,0
1972,artillery,Model-56,0
1972,artillery,NA,0
1972,ballistic missiles,SSBS S-3,0
1972,helicopters,Alouette,0
1972,helicopters,Alouette II/III,0
1972,helicopters,Bell,450
1972,helicopters,H-34/Alouette II/III,0
1972,helicopters,SA-330 (Puma),0
1972,mine warfare,NA,91
1972,patrol and coastal combatants,NA,0
1972,principal surface combatants,NA,50
1972,submarines,NA,20
1972,surface-to-surface missile launchers,HAWK,0
1972,surface-to-surface missile launchers,Honest Jon,0
1973,aircraft,Atlantic,0
1973,aircraft,Br 763,2
1973,aircraft,C-160,0
1973,aircraft,C-160F,40
1973,aircraft,Crusader (F-8E),0
1973,aircraft,DC-6,5
1973,aircraft,DC-8,3
1973,aircraft,DV-6B,0
1973,aircraft,Entendard IVP,0
1973,aircraft,F-100D,0
1973,aircraft,IIIE,0
1973,aircraft,IIIRD/IIIR,0
1973,aircraft,Jaguar,0
1973,aircraft,KC-135F,12
1973,aircraft,Mirage IIIB,0
1973,aircraft,Mirage IIIC,0
1973,aircraft,Mirage IV A,36
1973,aircraft,Mirage IVA,0
1973,aircraft,Mirage V,0
1973,aircraft,Noratlas Nord 2501,130
1973,aircraft,P-2,0
1973,aircraft,Super Mystere B-2,0
1973,aircraft,Vautour II-IB,30
1973,aircraft,Vautour IIN,30
1973,amphibious,NA,20
1973,armoured fighting vehicles,AMX,0
1973,armoured fighting vehicles,AMX-13,0
1973,armoured fighting vehicles,AMX-30,820
1973,artillery,AMX,0
1973,artillery,Model-56,0
1973,artillery,NA,0
1973,ballistic missiles,SSBS S-3,9
1973,helicopters,Alouette,0
1973,helicopters,Alouette II,175
1973,helicopters,Alouette II/III,0
1973,helicopters,Alouette III,60
1973,helicopters,Bell,70
1973,helicopters,H-34/Alouette II/III,0
1973,helicopters,SA-330 (Puma),80
1973,mine warfare,NA,53
1973,patrol and coastal combatants,NA,0
1973,principal surface combatants,NA,47
1973,submarines,NA,21
1973,surface-to-surface missile launchers,HAWK,54
1973,surface-to-surface missile launchers,Honest Jon,20
1974,aircraft,Atlantic,38
1974,aircraft,C-160,0
1974,aircraft,C-160 Transall,50
1974,aircraft,Crusader (F-8E),36
1974,aircraft,DC-6,0
1974,aircraft,DC-6B,4
1974,aircraft,DC-8,3
1974,aircraft,Entendard IVP,12
1974,aircraft,F-100D,56
1974,aircraft,IIIE,120
1974,aircraft,IIIRD/IIIR,45
1974,aircraft,Jaguar,30
1974,aircraft,KC-135F,11
1974,aircraft,Mirage IIIB,0
1974,aircraft,Mirage IV A,36
1974,aircraft,Mirage IVA,0
1974,aircraft,Mirage V,30
1974,aircraft,Noratlas Nord 2501,120
1974,aircraft,P-2,23
1974,aircraft,Vautour IIB/N,30
1974,amphibious,NA,21
1974,armoured fighting vehicles,AMX-10,150
1974,armoured fighting vehicles,AMX-13,1120
1974,armoured fighting vehicles,AMX-30,910
1974,artillery,AMX,0
1974,artillery,Model-56,0
1974,artillery,NA,0
1974,ballistic missiles,SSBS S-3,9
1974,helicopters,Alouette,0
1974,helicopters,Alouette II,192
1974,helicopters,Alouette II/III,0
1974,helicopters,Alouette III,85
1974,helicopters,Bell,70
1974,helicopters,H-34/Alouette II/III,93
1974,helicopters,SA-330 (Puma),105
1974,helicopters,SA-341F (Gazelle),45
1974,mine warfare,NA,8
1974,patrol and coastal combatants,NA,0
1974,principal surface combatants,NA,49
1974,submarines,NA,22
1974,surface-to-surface missile launchers,HAWK,54
1974,surface-to-surface missile launchers,Honest Jon,8
1974,surface-to-surface missile launchers,Pluton,6
1974,surface-to-surface missile launchers,Roland,0
1975,air defence,NA,0
1975,aircraft,Atlantic,26
1975,aircraft,C-160,0
1975,aircraft,C-160 Transall,50
1975,aircraft,C-47,0
1975,aircraft,Crusader (F-8E),24
1975,aircraft,DC-4,0
1975,aircraft,DC-6,0
1975,aircraft,DC-6B,4
1975,aircraft,DC-8,3
1975,aircraft,Entendard IVP,12
1975,aircraft,F-1,45
1975,aircraft,F-100D,56
1975,aircraft,HSS-1,0
1975,aircraft,IIIC,45
1975,aircraft,IIIE,120
1975,aircraft,IIIRD/IIIR,45
1975,aircraft,Jaguar,60
1975,aircraft,KC-135F,11
1975,aircraft,Mirage IIIB,0
1975,aircraft,Mirage IV A,36
1975,aircraft,Mirage IVA,0
1975,aircraft,Mirage VF,30
1975,aircraft,Noratlas,120
1975,aircraft,P-2,10
1975,aircraft,Super Mystere,45
1975,aircraft,Vautour IIB/N,15
1975,amphibious,NA,22
1975,armoured fighting vehicles,AMX-10,150
1975,armoured fighting vehicles,AMX-13,1120
1975,armoured fighting vehicles,AMX-30,950
1975,armoured fighting vehicles,VP-90,0
1975,artillery,AMX,0
1975,artillery,GCT,0
1975,artillery,Model-56,0
1975,artillery,NA,0
1975,ballistic missiles,SSBS S-3,9
1975,helicopters,Alouette,0
1975,helicopters,Alouette II,214
1975,helicopters,Alouette II/III,0
1975,helicopters,Alouette III,111
1975,helicopters,Bell,85
1975,helicopters,H-34/Alouette II/III,93
1975,helicopters,SA-341F (Gazelle),60
1975,helicopters,Super Frelon,0
1975,mine warfare,NA,46
1975,patrol and coastal combatants,NA,0
1975,principal surface combatants,NA,47
1975,radars,STRIDA II,0
1975,submarines,NA,22
1975,surface-to-surface missile launchers,HAWK,60
1975,surface-to-surface missile launchers,Honest Jon,0
1975,surface-to-surface missile launchers,Pluton,12
1975,surface-to-surface missile launchers,Roland,0
1976,air defence,NA,0
1976,aircraft,Atlantic,25
1976,aircraft,C-160,0
1976,aircraft,C-160 Transall,50
1976,aircraft,C-47,0
1976,aircraft,Crusader (F-8E),20
1976,aircraft,DC-4,0
1976,aircraft,DC-6,0
1976,aircraft,DC-6B,4
1976,aircraft,DC-8,4
1976,aircraft,Entendard IVP,12
1976,aircraft,F-1,60
1976,aircraft,F-100D,30
1976,aircraft,Fouga CM-175,0
1976,aircraft,HSS-1,12
1976,aircraft,HSS-1 Seabat,15
1976,aircraft,IIIC,38
1976,aircraft,IIIE,120
1976,aircraft,IIIRD/IIIR,45
1976,aircraft,Jaguar,75
1976,aircraft,KC-135F,11
1976,aircraft,Mirage IIIB,0
1976,aircraft,Mirage IV A,36
1976,aircraft,Mirage IVA,0
1976,aircraft,Mirage VF,48
1976,aircraft,Noratlas,122
1976,aircraft,Nord 262,0
1976,aircraft,Puma,14
1976,aircraft,SP-2H Neptune,10
1976,aircraft,Super Mystere,38
1976,aircraft,Vautour IIB/N,16
1976,amphibious,NA,23
1976,armoured fighting vehicles,AMX-10,330
1976,armoured fighting vehicles,AMX-13,1120
1976,armoured fighting vehicles,AMX-30,1060
1976,armoured fighting vehicles,VP-90,0
1976,artillery,AMX,0
1976,artillery,GCT,0
1976,artillery,NA,0
1976,ballistic missiles,SSBS S-3,9
1976,helicopters,Alouette,0
1976,helicopters,Alouette II,295
1976,helicopters,Alouette II/III,0
1976,helicopters,Alouette III,141
1976,helicopters,Bell,85
1976,helicopters,SA-330/341F (Puma/Gazelle),267
1976,helicopters,Super Frelon,0
1976,mine warfare,NA,39
1976,patrol and coastal combatants,NA,0
1976,principal surface combatants,NA,52
1976,radars,STRIDA II,0
1976,submarines,NA,26
1976,surface-to-surface missile launchers,HAWK,60
1976,surface-to-surface missile launchers,Pluton,24
1976,surface-to-surface missile launchers,Roland,0
1977,air defence,NA,0
1977,aircraft,Alize,0
1977,aircraft,Atlantic,25
1977,aircraft,Broussard,12
1977,aircraft,C-160,0
1977,aircraft,C-160 Transall,47
1977,aircraft,C-47,0
1977,aircraft,Caravelle,1
1977,aircraft,Crusader (F-8E),20
1977,aircraft,DC-4,0
1977,aircraft,DC-6,0
1977,aircraft,DC-8,0
1977,aircraft,DC-8F,5
1977,aircraft,Entendard IVP,8
1977,aircraft,Etendard,0
1977,aircraft,F-1,90
1977,aircraft,F-100D,10
1977,aircraft,Flamant,34
1977,aircraft,Fouga CM-175,0
1977,aircraft,Fregate,18
1977,aircraft,HSS-1,16
1977,aircraft,IIIC,15
1977,aircraft,IIIE,140
1977,aircraft,IIIRD/IIIR,58
1977,aircraft,Jaguar,0
1977,aircraft,Jaguar A/E,135
1977,aircraft,KC-135F,11
1977,aircraft,MIrage IIIB/BE/C,30
1977,aircraft,Magister,300
1977,aircraft,Mirage IIIB,0
1977,aircraft,Mirage IV A,36
1977,aircraft,Mirage IVA,0
1977,aircraft,Mirage VF,48
1977,aircraft,Mystere Falcon-20,8
1977,aircraft,Noratlas,72
1977,aircraft,Nord 262,0
1977,aircraft,Paris,24
1977,aircraft,Puma,2
1977,aircraft,Rallye,1
1977,aircraft,SP-2H Neptune,10
1977,aircraft,Super Mystere,15
1977,aircraft,T-33/Mystere IV/Noratlas,366
1977,aircraft,Vautour IIB/N,16
1977,amphibious,NA,53
1977,armoured fighting vehicles,AMX VCI,0
1977,armoured fighting vehicles,AMX-10,442
1977,armoured fighting vehicles,AMX-13,1120
1977,armoured fighting vehicles,AMX-30,1060
1977,artillery,AMX,0
1977,artillery,GCT,0
1977,artillery,NA,0
1977,ballistic missiles,SSBS S-3,9
1977,helicopters,Alouette,0
1977,helicopters,Alouette II,206
1977,helicopters,Alouette II/III,0
1977,helicopters,Alouette III,91
1977,helicopters,Alouette-II/-III,130
1977,helicopters,SA-330 Puma,150
1977,helicopters,SA-341F,140
1977,helicopters,Super Frelon,0
1977,mine warfare,NA,38
1977,patrol and coastal combatants,NA,6
1977,principal surface combatants,NA,46
1977,radars,STRIDA II,0
1977,submarines,NA,25
1977,surface-to-surface missile launchers,Crotale,0
1977,surface-to-surface missile launchers,HAWK,54
1977,surface-to-surface missile launchers,Pluton,24
1977,surface-to-surface missile launchers,Roland,0
1978,air defence,NA,0
1978,air-launched missiles,AS-37 Martel,0
1978,air-launched missiles,AS.20,0
1978,air-launched missiles,AS.30,0
1978,air-launched missiles,R.503,0
1978,air-launched missiles,R.550 Magic,0
1978,air-launched missiles,Sidewinder,0
1978,aircraft,Alize,0
1978,aircraft,Alouette II/III,70
1978,aircraft,Atlantic,25
1978,aircraft,Broussard,49
1978,aircraft,C-160,0
1978,aircraft,C-160 Transall,45
1978,aircraft,C-47,0
1978,aircraft,Caravelle,5
1978,aircraft,Crusader (F-8E),20
1978,aircraft,DC-4,0
1978,aircraft,DC-6,0
1978,aircraft,DC-8,0
1978,aircraft,DC-8F,4
1978,aircraft,Entendard IVP,8
1978,aircraft,Etendard IVM,36
1978,aircraft,F-1C,90
1978,aircraft,Falcon,0
1978,aircraft,Flamant,0
1978,aircraft,Fregate,24
1978,aircraft,IIIC,30
1978,aircraft,IIIE,105
1978,aircraft,IIIRD/IIIR,45
1978,aircraft,Jaguar,0
1978,aircraft,Jaguar A/E,105
1978,aircraft,Jaguar E,25
1978,aircraft,KC-135F,11
1978,aircraft,MIrage IIIB/BE/C,25
1978,aircraft,Magister,14
1978,aircraft,Magister T-53,40
1978,aircraft,Mirage IIIB,0
1978,aircraft,Mirage IV A,33
1978,aircraft,Mirage IVA,0
1978,aircraft,Mirage VF,30
1978,aircraft,Mystere Falcon-20,10
1978,aircraft,Mystere IV,0
1978,aircraft,Noratlas,67
1978,aircraft,Nord 262,4
1978,aircraft,Paris,35
1978,aircraft,Puma,18
1978,aircraft,Rallye,0
1978,aircraft,SP-2H Neptune,10
1978,aircraft,Super Etendard,20
1978,aircraft,T-33A,43
1978,aircraft,Vautour IIB/N,16
1978,amphibious,NA,48
1978,armoured fighting vehicles,AML,450
1978,armoured fighting vehicles,AMX VCI,0
1978,armoured fighting vehicles,AMX-10,500
1978,armoured fighting vehicles,AMX-13,1100
1978,armoured fighting vehicles,AMX-13 VTT,1500
1978,armoured fighting vehicles,AMX-30,1060
1978,armoured fighting vehicles,VAB,100
1978,artillery,GCT,0
1978,artillery,NA,0
1978,ballistic missiles,SSBS S-3,9
1978,helicopters,Alouette,0
1978,helicopters,Alouette II,194
1978,helicopters,Alouette II/III,33
1978,helicopters,Alouette III,78
1978,helicopters,SA-330 Puma,135
1978,helicopters,SA-341F,170
1978,helicopters,Super Frelon,5
1978,mine warfare,NA,35
1978,patrol and coastal combatants,La Combattante,1
1978,patrol and coastal combatants,Trident,4
1978,patrol and coastal combatants,NA,16
1978,principal surface combatants,NA,46
1978,radars,STRIDA II,0
1978,submarines,NA,25
1978,surface-to-surface missile launchers,Crotale,0
1978,surface-to-surface missile launchers,HAWK,54
1978,surface-to-surface missile launchers,Pluton,30
1978,surface-to-surface missile launchers,Roland,0
1979,air defence,NA,0
1979,air-launched missiles,AS-37 Martel,0
1979,air-launched missiles,R-550 Magic I/II,0
1979,air-launched missiles,Sidewinder,0
1979,air-launched missiles,Super 530,0
1979,aircraft,Alize,16
1979,aircraft,Alouetta II,9
1979,aircraft,Alouetta III,10
1979,aircraft,Alouette II/III,0
1979,aircraft,AlphaJet,0
1979,aircraft,Atlantic,28
1979,aircraft,Broussard,30
1979,aircraft,C-160,0
1979,aircraft,C-160 Transall,48
1979,aircraft,C-47,15
1979,aircraft,Cap-10,0
1979,aircraft,Caravelle,2
1979,aircraft,Crusader (F-8E),17
1979,aircraft,DC-4,0
1979,aircraft,DC-6A,0
1979,aircraft,DC-8,0
1979,aircraft,DC-8F,4
1979,aircraft,Entendard IVP,8
1979,aircraft,Etendard IVM,24
1979,aircraft,F-1C,90
1979,aircraft,Falcon,2
1979,aircraft,Flamant,0
1979,aircraft,Fregate,35
1979,aircraft,IIIC,30
1979,aircraft,IIIE,105
1979,aircraft,IIIRD/IIIR,45
1979,aircraft,Jaguar,0
1979,aircraft,Jaguar A/E,130
1979,aircraft,Jaguar E,0
1979,aircraft,KC-135F,11
1979,aircraft,MIrage IIIB/BE,23
1979,aircraft,Magister,14
1979,aircraft,Magister T-53,40
1979,aircraft,Mirage 5F,40
1979,aircraft,Mirage F-1B,14
1979,aircraft,Mirage IIIB,0
1979,aircraft,Mirage IV A,33
1979,aircraft,Mirage IVA,0
1979,aircraft,Mystere Falcon-20,9
1979,aircraft,Mystere IV,0
1979,aircraft,Navajo,11
1979,aircraft,Noratlas,76
1979,aircraft,Nord 262,11
1979,aircraft,Paris,40
1979,aircraft,Puma,7
1979,aircraft,Rallye-100S,15
1979,aircraft,SP-2H Neptune,18
1979,aircraft,Super Etendard,20
1979,aircraft,T-33A,43
1979,amphibious,NA,43
1979,anti-tank and anti-infrastructure,SS-11/12,0
1979,armoured fighting vehicles,AML,450
1979,armoured fighting vehicles,AMX VCI,0
1979,armoured fighting vehicles,AMX-10,500
1979,armoured fighting vehicles,AMX-13,1100
1979,armoured fighting vehicles,AMX-13 VTT,1500
1979,armoured fighting vehicles,AMX-30,1060
1979,armoured fighting vehicles,VAB,500
1979,artillery,GCT,0
1979,artillery,NA,265
1979,ballistic missiles,SSBS S-3,18
1979,helicopters,Alouette,0
1979,helicopters,Alouette II,221
1979,helicopters,Alouette II/III,33
1979,helicopters,Alouette III,109
1979,helicopters,Lynx,0
1979,helicopters,Puma,8
1979,helicopters,SA-330 Puma,135
1979,helicopters,SA-341F,166
1979,helicopters,Super Frelon,0
1979,mine warfare,Circe,5
1979,mine warfare,US Adjutant,15
1979,mine warfare,US Agressive,13
1979,mine warfare,NA,21
1979,patrol and coastal combatants,Br-Ham,5
1979,patrol and coastal combatants,Cdn La Dunkerquise,4
1979,patrol and coastal combatants,La Combattante,1
1979,patrol and coastal combatants,Le Fougueux,4
1979,patrol and coastal combatants,Siriuis,7
1979,patrol and coastal combatants,Trident,4
1979,patrol and coastal combatants,NA,0
1979,principal surface combatants,C-65,1
1979,principal surface combatants,Clemenceau,2
1979,principal surface combatants,Colbert,2
1979,principal surface combatants,F-67,3
1979,principal surface combatants,Jeane D'Arc,1
1979,principal surface combatants,Riviere,9
1979,principal surface combatants,Suffren,2
1979,principal surface combatants,T-47,9
1979,principal surface combatants,T-53,3
1979,principal surface combatants,T-56,1
1979,principal surface combatants,Type A-69,8
1979,principal surface combatants,Type E-52,8
1979,principal surface combatants,NA,0
1979,radars,STRIDA II,0
1979,submarines,Agosta,4
1979,submarines,Arethuse,4
1979,submarines,Daphne,9
1979,submarines,Narval,6
1979,submarines,NA,4
1979,surface-to-surface missile launchers,Crotale,0
1979,surface-to-surface missile launchers,HAWK,54
1979,surface-to-surface missile launchers,Pluton,32
1979,surface-to-surface missile launchers,Roland,16
1980,air defence,NA,0
1980,air-launched missiles,AS-30,0
1980,air-launched missiles,AS-37 Martel,0
1980,air-launched missiles,R-530,0
1980,air-launched missiles,R-550 Magic I/II,0
1980,air-launched missiles,Sidewinder,0
1980,air-launched missiles,Super 530,0
1980,aircraft,Alize,13
1980,aircraft,Alouetta II,0
1980,aircraft,Alouetta II/III,17
1980,aircraft,Alouetta III,0
1980,aircraft,Alouette II/III,0
1980,aircraft,AlphaJet,33
1980,aircraft,Atlantic,28
1980,aircraft,Broussard,10
1980,aircraft,C-160,0
1980,aircraft,C-160 Transall,75
1980,aircraft,C-47,0
1980,aircraft,C-54,0
1980,aircraft,Cap-10,30
1980,aircraft,Cap-20,25
1980,aircraft,Caravelle,0
1980,aircraft,Crusader (F-8E),15
1980,aircraft,DC-6A,0
1980,aircraft,DC-8,0
1980,aircraft,DC-8F,90
1980,aircraft,DHC-6,0
1980,aircraft,Entendard IVP,7
1980,aircraft,Etendard IVM,11
1980,aircraft,F-1C,90
1980,aircraft,Falcon,5
1980,aircraft,Falcon 10MER,8
1980,aircraft,Flamant,40
1980,aircraft,Fregate,3
1980,aircraft,IIIC,30
1980,aircraft,IIIE,30
1980,aircraft,IIIRD/IIIR,45
1980,aircraft,Jaguar,45
1980,aircraft,Jaguar A/E,20
1980,aircraft,Jaguar E,0
1980,aircraft,KC-135F,11
1980,aircraft,MIrage IIIB/BE,20
1980,aircraft,Magister,12
1980,aircraft,Magister T-53,55
1980,aircraft,Mirage F-1B,0
1980,aircraft,Mirage IIIB,0
1980,aircraft,Mirage IV A,33
1980,aircraft,Mirage IVA,0
1980,aircraft,Mystere Falcon-20,2
1980,aircraft,Mystere IV,0
1980,aircraft,Navajo,11
1980,aircraft,Noratlas,55
1980,aircraft,Nord 262,14
1980,aircraft,Paris,13
1980,aircraft,Puma,14
1980,aircraft,Rallye-100S,15
1980,aircraft,SP-2H Neptune,7
1980,aircraft,Super Etendard,36
1980,aircraft,T-33A,30
1980,amphibious,NA,54
1980,anti-tank and anti-infrastructure,SS-11/12,0
1980,armoured fighting vehicles,AML,690
1980,armoured fighting vehicles,AMX-10,560
1980,armoured fighting vehicles,AMX-10RC,10
1980,armoured fighting vehicles,AMX-13,1050
1980,armoured fighting vehicles,AMX-13 VTT,1630
1980,armoured fighting vehicles,AMX-30,1220
1980,armoured fighting vehicles,VAB,540
1980,artillery,AU-50,195
1980,artillery,BF-50,210
1980,artillery,F-3,220
1980,artillery,GCT,0
1980,artillery,NA,315
1980,ballistic missiles,SSBS S-3,18
1980,helicopters,Alouette,0
1980,helicopters,Alouette II,223
1980,helicopters,Alouette II/III,37
1980,helicopters,Alouette III,96
1980,helicopters,Lynx,0
1980,helicopters,Puma,8
1980,helicopters,SA-330 Puma,132
1980,helicopters,SA-341F,166
1980,helicopters,SA-342M,5
1980,helicopters,Super Frelon,5
1980,logistics and support,NA,8
1980,mine warfare,Circe,5
1980,mine warfare,Sirius,5
1980,mine warfare,US Adjutant,12
1980,mine warfare,US Agressive,10
1980,mine warfare,NA,0
1980,patrol and coastal combatants,Br-Ham,5
1980,patrol and coastal combatants,Cdn La Dunkerquise,4
1980,patrol and coastal combatants,La Combattante,1
1980,patrol and coastal combatants,Le Fougueux,1
1980,patrol and coastal combatants,Siriuis,5
1980,patrol and coastal combatants,Trident,4
1980,patrol and coastal combatants,NA,0
1980,principal surface combatants,1.0,1
1980,principal surface combatants,C-65,1
1980,principal surface combatants,C-70,1
1980,principal surface combatants,Clemenceau,2
1980,principal surface combatants,Colbert,0
1980,principal surface combatants,F-67,3
1980,principal surface combatants,Jeane D'Arc,1
1980,principal surface combatants,Riviere,9
1980,principal surface combatants,Suffren,2
1980,principal surface combatants,T-47,9
1980,principal surface combatants,T-53,3
1980,principal surface combatants,T-56,1
1980,principal surface combatants,Type A-69,10
1980,principal surface combatants,Type E-52,5
1980,principal surface combatants,NA,0
1980,radars,STRIDA II,0
1980,submarines,Agosta,4
1980,submarines,Arethuse,2
1980,submarines,Daphne,9
1980,submarines,Narval,6
1980,submarines,NA,5
1980,surface-to-surface missile launchers,Crotale,24
1980,surface-to-surface missile launchers,HAWK,0
1980,surface-to-surface missile launchers,Pluton,0
1980,surface-to-surface missile launchers,Roland,0
1981,air defence,NA,0
1981,air-launched missiles,AS-30,0
1981,air-launched missiles,AS-37 Martel,0
1981,air-launched missiles,R-530,0
1981,air-launched missiles,R-550 Magic I/II,0
1981,air-launched missiles,Sidewinder,0
1981,air-launched missiles,Super 530,0
1981,aircraft,Alize,5
1981,aircraft,Alouetta II,0
1981,aircraft,Alouetta II/III,13
1981,aircraft,Alouetta III,0
1981,aircraft,Alouette II/III,0
1981,aircraft,AlphaJet,80
1981,aircraft,Atlantic,28
1981,aircraft,Broussard,10
1981,aircraft,Broussard/Magister,30
1981,aircraft,C-160,19
1981,aircraft,C-160 Transall,56
1981,aircraft,C-47D,0
1981,aircraft,CAP-10,6
1981,aircraft,Caravelle,0
1981,aircraft,Crusader (F-8E),15
1981,aircraft,DC-6A,0
1981,aircraft,DC-8,0
1981,aircraft,DC-8F,5
1981,aircraft,DHC-6,10
1981,aircraft,Entendard IVP,7
1981,aircraft,Etendard IVM,12
1981,aircraft,F-1C,105
1981,aircraft,Falcon 10MER,6
1981,aircraft,Fregate,3
1981,aircraft,IIIC,30
1981,aircraft,IIIE,30
1981,aircraft,IIIRD/IIIR,45
1981,aircraft,Jaguar,45
1981,aircraft,Jaguar E,0
1981,aircraft,Jaguar-A/E,20
1981,aircraft,KC-135F,11
1981,aircraft,Magister,12
1981,aircraft,Magister T-53,38
1981,aircraft,Mirage F-1B,0
1981,aircraft,Mirage IIIB,0
1981,aircraft,Mirage IIIB/BE,20
1981,aircraft,Mirage IIIB/BRU,4
1981,aircraft,Mirage IV A,37
1981,aircraft,Mirage IVA,0
1981,aircraft,Mystere Falcon-20,2
1981,aircraft,Mystere Falcon-50,1
1981,aircraft,Mystere Falcon-IV,0
1981,aircraft,Navajo,11
1981,aircraft,Noratlas,54
1981,aircraft,Noratlas N-2051/SNB,5
1981,aircraft,Nord 2504,0
1981,aircraft,Nord 262,16
1981,aircraft,Paris,12
1981,aircraft,Puma,0
1981,aircraft,Rallye-100S,15
1981,aircraft,SP-2H Neptune,7
1981,aircraft,Super Etendard,36
1981,amphibious,NA,44
1981,anti-tank and anti-infrastructure,SS-11,0
1981,armoured fighting vehicles,AML,440
1981,armoured fighting vehicles,AMX-10P,600
1981,armoured fighting vehicles,AMX-10RC,39
1981,armoured fighting vehicles,AMX-13,340
1981,armoured fighting vehicles,AMX-13 VTT,1540
1981,armoured fighting vehicles,AMX-30,1114
1981,armoured fighting vehicles,VAB,900
1981,artillery,AU-50,0
1981,artillery,BF-50,112
1981,artillery,F-3,205
1981,artillery,GCT,10
1981,artillery,HM-2,195
1981,artillery,NA,463
1981,ballistic missiles,SSBS S-3,18
1981,helicopters,Alouette,0
1981,helicopters,Alouette II,206
1981,helicopters,Alouette II/III,24
1981,helicopters,Alouette III,93
1981,helicopters,Lynx,4
1981,helicopters,Puma,22
1981,helicopters,SA-330 Puma,118
1981,helicopters,SA-341F,154
1981,helicopters,SA-342M,42
1981,helicopters,Super Frelon,7
1981,logistics and support,NA,13
1981,mine warfare,Circe,5
1981,mine warfare,Sirius,5
1981,mine warfare,US Adjutant,12
1981,mine warfare,US Agressive,10
1981,mine warfare,NA,0
1981,patrol and coastal combatants,Cdn La Dunkerquise,4
1981,patrol and coastal combatants,La Combattante,1
1981,patrol and coastal combatants,Le Fougueux,1
1981,patrol and coastal combatants,Siriuis,4
1981,patrol and coastal combatants,Trident,4
1981,patrol and coastal combatants,NA,0
1981,principal surface combatants,1.0,1
1981,principal surface combatants,C-65,1
1981,principal surface combatants,C-70,2
1981,principal surface combatants,Clemenceau,2
1981,principal surface combatants,Colbert,0
1981,principal surface combatants,F-67,3
1981,principal surface combatants,Jeane D'Arc,1
1981,principal surface combatants,Riviere,9
1981,principal surface combatants,Suffren,2
1981,principal surface combatants,T-47,9
1981,principal surface combatants,T-53,2
1981,principal surface combatants,T-56,1
1981,principal surface combatants,Type A-69,10
1981,principal surface combatants,NA,0
1981,radars,STRIDA II,0
1981,submarines,Agosta,4
1981,submarines,Arethuse,2
1981,submarines,Daphne,9
1981,submarines,Narval,6
1981,submarines,NA,5
1981,surface-to-surface missile launchers,Crotale,24
1981,surface-to-surface missile launchers,HAWK,60
1981,surface-to-surface missile launchers,Pluton,42
